"","ID","Fname","Lname","gender","City","FamilyIncome","EdYears","FamilySize","boughtelectronics"
"2758",2758,"Dillon","Mayo","M","Ottawa",27326,10,4,"NO"
"2759",2759,"Madeline","Mcgeeney","F","Montreal",31547,11,3,"NO"
"2760",2760,"Jessica","Hansen","F","Edmonton",30350,10,2,"NO"
"2761",2761,"Samantha","Wager","F","Winnipeg",37777,10,3,"YES"
"2762",2762,"Cody","Carver","M","Vancouver",25871,12,4,"NO"
"2763",2763,"Mathew","Walter","M","Victoria",35233,10,4,"NO"
"2764",2764,"Nicholas","Skoviak","M","Edmonton",37413,15,2,"NO"
"2765",2765,"Kyndal","Roth","F","Toronto",33507,16,2,"NO"
"2766",2766,"Felicia","Wilson","F","Calgary",25865,12,3,"NO"
"2767",2767,"Hunter","Castle","M","Calgary",22990,10,4,"YES"
"2768",2768,"Robert","Eaton","M","Montreal",49214,11,4,"YES"
"2769",2769,"Audra","Schickler","F","Edmonton",44264,10,2,"NO"
"2770",2770,"Miranda","Suchy","F","Victoria",52855,13,2,"NO"
"2771",2771,"Katelyn","Bryant","F","Winnipeg",34942,13,4,"YES"
"2772",2772,"Dominic","Phillips","M","Winnipeg",49105,14,4,"YES"
"2773",2773,"Cameron","Baca","M","Vancouver",13353,17,3,"NO"
"2774",2774,"Jacqlyn","Shaw","F","Montreal",35740,14,3,"NO"
"2775",2775,"Tristen","Pearmain","M","Winnipeg",28006,15,3,"NO"
"2776",2776,"Ryan","Lockwood","M","Calgary",23111,13,3,"NO"
"2777",2777,"Kimberly","Brant","F","Winnipeg",22046,10,1,"NO"
"2778",2778,"William","Shomler","M","Vancouver",26275,10,4,"NO"
"2779",2779,"Mariah","Eatherton","F","Calgary",29231,12,4,"YES"
"2780",2780,"John","Wasil","M","Montreal",14632,10,2,"NO"
"2781",2781,"Madison","Schulze","F","Vancouver",25019,10,1,"NO"
"2782",2782,"Molly","Mende","F","Montreal",21944,10,3,"NO"
"2783",2783,"Bryan","Eastman","M","Ottawa",26320,10,5,"NO"
"2784",2784,"Natalie","Brown","F","Toronto",32604,11,3,"NO"
"2785",2785,"Theresa","Magar","F","Vancouver",20966,16,3,"NO"
"2786",2786,"Trevor","Koski","M","Edmonton",16039,12,4,"NO"
"2787",2787,"Matthew","Keevak","M","Vancouver",16891,10,3,"NO"
"2788",2788,"Jacimar","Murphy","M","Calgary",30868,10,3,"NO"
"2789",2789,"Matthew","Lind","M","Toronto",22354,10,4,"NO"
"2790",2790,"Ian","Sanders","M","Winnipeg",63835,10,4,"YES"
"2791",2791,"Camellia","Gerrish","F","Montreal",35055,10,2,"NO"
"2792",2792,"Morgan","Fleming","F","Ottawa",19573,10,3,"NO"
"2793",2793,"Amanda","Williamson","F","Vancouver",44040,10,3,"YES"
"2794",2794,"Trevor","Anderson","M","Edmonton",22447,10,2,"NO"
"2795",2795,"Nicolle","Warren","F","Winnipeg",24466,15,2,"NO"
"2796",2796,"Amela","Thebarge","F","Montreal",19345,10,3,"NO"
"2797",2797,"Jonathan","Dunne","M","Ottawa",34677,13,3,"NO"
"2798",2798,"David","Sorensen","M","Victoria",24376,10,2,"NO"
"2799",2799,"Shelby","Clevinger","F","Ottawa",16146,12,4,"NO"
"2800",2800,"Michael","Winch","M","Victoria",31422,13,5,"YES"
"2801",2801,"Brooke","Bradshaw","F","Ottawa",26765,10,3,"NO"
"2802",2802,"Marie","Peterson","F","Toronto",16429,13,3,"NO"
"2803",2803,"Jacquelyn","Scalf","F","Ottawa",34357,10,4,"NO"
"2804",2804,"Dustin","Weaver","M","Edmonton",25198,10,3,"NO"
"2805",2805,"Randall","Morency","M","Ottawa",37995,12,3,"NO"
"2806",2806,"Maggie","Marmion","F","Toronto",25627,10,2,"NO"
"2807",2807,"Katherine","Knight","F","Vancouver",37542,12,3,"NO"
"2808",2808,"Justin","Christnacht","M","Montreal",24326,11,3,"NO"
"2809",2809,"Carson","Burkhardt","M","Toronto",34100,13,3,"YES"
"2810",2810,"Kenneth","Ronan","M","Vancouver",22212,10,2,"NO"
"2811",2811,"Aaron","Goss","M","Toronto",13644,10,4,"NO"
"2812",2812,"Krista","Meier","F","Ottawa",47275,10,2,"NO"
"2813",2813,"Adam","Crowthers","M","Toronto",47178,11,4,"YES"
"2814",2814,"Matthew","Linder","M","Victoria",39650,10,4,"YES"
"2815",2815,"Nicole","Deutsch","F","Ottawa",36088,10,3,"NO"
"2816",2816,"Abby","Cosgrove","F","Ottawa",41339,11,3,"NO"
"2817",2817,"Isaac","Grunberg","M","Winnipeg",27041,11,4,"NO"
"2818",2818,"Mollie","Lazoran","F","Ottawa",33558,19,4,"NO"
"2819",2819,"Laura","Crowell","F","Victoria",55958,14,2,"YES"
"2820",2820,"Kylar","Kirsten","M","Victoria",27433,10,3,"NO"
"2821",2821,"Jacob","Schaller","M","Ottawa",17178,11,2,"NO"
"2822",2822,"Randi","Baily","F","Montreal",42899,17,4,"YES"
"2823",2823,"Victoria","Cook","F","Ottawa",42998,10,2,"NO"
"2824",2824,"Jordan","Courtright","F","Toronto",23973,10,5,"YES"
"2825",2825,"Braylee","Banks","F","Edmonton",29084,15,2,"NO"
"2826",2826,"Gregory","Morgan","M","Montreal",20629,15,1,"NO"
"2827",2827,"Sara","Gustin","F","Winnipeg",35335,12,4,"YES"
"2828",2828,"Taylor","Wattier","F","Vancouver",21068,10,3,"NO"
"2829",2829,"Maranda","Sears","F","Winnipeg",32645,10,1,"NO"
"2830",2830,"Heather","Goodsell","F","Winnipeg",26719,10,3,"NO"
"2831",2831,"Brittany","Sullivan","F","Victoria",16600,10,2,"NO"
"2832",2832,"Craig","Hankins","M","Toronto",31775,13,3,"NO"
"2833",2833,"Tayllr","Corboy","F","Montreal",41677,10,4,"YES"
"2834",2834,"Killian","Lundeen","M","Edmonton",15395,13,4,"NO"
"2835",2835,"Morgan","Morton","F","Edmonton",16407,14,4,"NO"
"2836",2836,"Ashley","Keefe","F","Winnipeg",19467,10,4,"NO"
"2837",2837,"Arik","Rossing","M","Ottawa",20703,10,3,"NO"
"2838",2838,"Andrew","Deroest","M","Ottawa",18924,10,2,"NO"
"2839",2839,"Marissa","Romano","F","Calgary",47268,11,5,"YES"
"2840",2840,"Alexander","Armfield","M","Toronto",21857,14,4,"NO"
"2841",2841,"Brenden","Brown","M","Ottawa",17152,10,3,"NO"
"2842",2842,"Katelin","Freeman","F","Montreal",20156,11,3,"NO"
"2843",2843,"Sierra","Siemens","F","Winnipeg",27540,16,4,"NO"
"2844",2844,"Brianna","Schmunk","F","Ottawa",59913,10,3,"YES"
"2845",2845,"Tristan","Mason","M","Toronto",29103,13,2,"NO"
"2846",2846,"Kurt","Ulibarri","M","Toronto",24246,10,2,"NO"
"2847",2847,"Cody","Poulson","M","Calgary",25202,13,4,"NO"
"2848",2848,"Domenic","Erickson","M","Calgary",28910,10,3,"NO"
"2849",2849,"Katherine","Baker","F","Toronto",25871,11,5,"NO"
"2850",2850,"Michael","Hall","M","Toronto",19308,10,3,"NO"
"2851",2851,"Jesse","Mayfield","M","Victoria",27386,10,5,"YES"
"2852",2852,"Travis","Sotebeer","M","Toronto",43853,14,2,"YES"
"2853",2853,"Rachel","Prothe","F","Victoria",14365,10,2,"NO"
"2854",2854,"Casey","Carmickle","M","Calgary",33165,12,4,"YES"
"2855",2855,"Katherine","Lakin","F","Calgary",40875,11,3,"NO"
"2856",2856,"Tyler","Collins","M","Montreal",21028,10,4,"NO"
"2857",2857,"Allison","Connolly","F","Calgary",22852,11,2,"NO"
"2858",2858,"Leah","Mcdaniel","F","Toronto",22152,12,3,"NO"
"2859",2859,"Mckenzie","Anderson","M","Ottawa",26706,10,4,"YES"
"2860",2860,"Steven","Moore","M","Montreal",30680,11,3,"NO"
"2861",2861,"Mitchell","Strohfus","M","Winnipeg",25206,12,3,"NO"
"2862",2862,"Tanisha","Mull","F","Montreal",49522,10,2,"NO"
"2863",2863,"Brandon","Sargent","M","Ottawa",34703,18,2,"NO"
"2864",2864,"Christian","Autrey","M","Vancouver",22321,12,5,"NO"
"2865",2865,"Colton","Mannon","M","Winnipeg",23858,15,4,"NO"
"2866",2866,"Brittany","Stevens","F","Edmonton",34496,12,3,"NO"
"2867",2867,"Jeffrey","Robbins","M","Victoria",27521,11,3,"NO"
"2868",2868,"Brittany","Rourke","F","Calgary",42195,11,2,"NO"
"2869",2869,"Kristen","Wood","F","Ottawa",33802,12,4,"YES"
"2870",2870,"Cristlin","Andrej","F","Edmonton",31040,10,3,"NO"
"2871",2871,"Sadie","Storz","F","Ottawa",27390,10,4,"NO"
"2872",2872,"Dylan","Seymour","M","Victoria",32395,18,3,"NO"
"2873",2873,"Chynna","Dodge","F","Montreal",33528,10,4,"NO"
"2874",2874,"Kevyn","Mazzei","F","Montreal",20251,13,1,"NO"
"2875",2875,"Rachel","Peggram","F","Calgary",27057,10,4,"NO"
"2876",2876,"Zoe","Auckly","F","Calgary",18201,11,2,"NO"
"2877",2877,"Curtis","Healy","M","Edmonton",42556,14,3,"NO"
"2878",2878,"Cody","Beebe","M","Montreal",31260,10,4,"NO"
"2879",2879,"Kendra","Becker","F","Winnipeg",28115,10,3,"NO"
"2880",2880,"Colton","Taylor","M","Toronto",77419,11,4,"YES"
"2881",2881,"Jeffrey","Mayer","M","Edmonton",23287,14,4,"YES"
"2882",2882,"Reginald","Jordan","M","Victoria",83628,11,4,"YES"
"2883",2883,"Kelsey","Cox","F","Edmonton",19655,12,3,"NO"
"2884",2884,"Caitlin","Sullivan","F","Winnipeg",13852,10,3,"NO"
"2885",2885,"Kendall","Price","F","Vancouver",18764,14,3,"NO"
"2886",2886,"Phillip","Cooper","M","Vancouver",18021,10,5,"YES"
"2887",2887,"Dylan","Mcbride","M","Ottawa",44238,10,3,"NO"
"2888",2888,"Aislinn","Proctor","F","Toronto",14330,14,2,"NO"
"2889",2889,"Kyle","Edens","M","Toronto",23898,10,2,"NO"
"2890",2890,"Madison","Garcia","F","Winnipeg",24842,18,4,"YES"
"2891",2891,"Lauren","Versaw","F","Montreal",26460,10,2,"NO"
"2892",2892,"Eliana","Riley","F","Vancouver",31697,14,4,"NO"
"2893",2893,"Jeffrey","Harpell","M","Calgary",33626,18,5,"YES"
"2894",2894,"Susan","Reynolds","F","Winnipeg",43462,16,5,"YES"
"2895",2895,"Olivia","Johnson","F","Winnipeg",17434,10,3,"NO"
"2896",2896,"Ashley","Sirois","F","Calgary",29223,14,3,"NO"
"2897",2897,"Jordain","Peterson","F","Calgary",14275,10,4,"NO"
"2898",2898,"Timothy","Thyfault","M","Ottawa",27386,10,4,"NO"
"2899",2899,"Colt","Cashman","M","Vancouver",25003,10,3,"NO"
"2900",2900,"Rainy","Bramlet","F","Montreal",25853,10,4,"YES"
"2901",2901,"Erika","Anderson","F","Calgary",28854,14,3,"NO"
"2902",2902,"Jennifer","Baptist","F","Winnipeg",26538,10,3,"NO"
"2903",2903,"Lucas","Hunter","M","Vancouver",15326,12,4,"NO"
"2904",2904,"Bethany","Kugle","F","Ottawa",22077,10,5,"YES"
"2905",2905,"Austin","Narracci","M","Winnipeg",25946,10,2,"NO"
"2906",2906,"Daniel","Cahill","M","Vancouver",16343,19,4,"NO"
"2907",2907,"Austin","Collins","M","Ottawa",33112,11,3,"YES"
"2908",2908,"Ariana","Davis","F","Winnipeg",57888,10,4,"YES"
"2909",2909,"Ruth","Shipman","F","Victoria",30793,10,3,"NO"
"2910",2910,"William","Haas","M","Montreal",32029,10,2,"NO"
"2911",2911,"Cameron","Watkins","M","Calgary",20875,10,3,"NO"
"2912",2912,"Sarah","Davis","F","Victoria",32319,10,3,"NO"
"2913",2913,"Jordan","Barnett","M","Vancouver",30393,18,2,"NO"
"2914",2914,"Kaitlin","Milovidov","F","Toronto",41047,10,4,"NO"
"2915",2915,"Clarissa","Ferguson","F","Toronto",39892,10,2,"NO"
"2916",2916,"Jennifer","Edwards","F","Calgary",20187,13,4,"NO"
"2917",2917,"Cody","Pitt","M","Victoria",25950,10,3,"NO"
"2918",2918,"Keisha","Davault","F","Edmonton",44909,10,5,"YES"
"2919",2919,"Josephine","Gillette","F","Winnipeg",17982,12,3,"NO"
"2920",2920,"Cheyenna","Hoeland","F","Calgary",23209,10,4,"NO"
"2921",2921,"Danielle","Francis","F","Winnipeg",52061,10,5,"YES"
"2922",2922,"Helene","Cole","F","Victoria",36750,10,2,"NO"
"2923",2923,"Brooke","Koch","F","Toronto",24341,10,3,"NO"
"2924",2924,"Edward","Smith","M","Vancouver",21140,10,2,"NO"
"2925",2925,"Alyssa","Thomas","F","Winnipeg",24929,10,3,"NO"
"2926",2926,"Natalya","Cimino","F","Calgary",19557,16,4,"NO"
"2927",2927,"Calvin","Sophocles","M","Toronto",15475,10,2,"NO"
"2928",2928,"Christopher","Solis","M","Vancouver",30926,14,3,"NO"
"2929",2929,"Matthew","Hill","M","Winnipeg",18697,10,2,"NO"
"2930",2930,"Carley","Dewerd","F","Victoria",19555,12,3,"NO"
"2931",2931,"Jake","Griffis","M","Calgary",28621,10,4,"YES"
"2932",2932,"Robert","Wald","M","Vancouver",26968,10,2,"NO"
"2933",2933,"Jason","Thompson","M","Winnipeg",38052,13,3,"NO"
"2934",2934,"Kristen","Koehn","F","Toronto",77034,13,3,"YES"
"2935",2935,"Clayton","Benter","M","Ottawa",24276,17,2,"NO"
"2936",2936,"Rita","Frangella","F","Victoria",18173,10,3,"NO"
"2937",2937,"Jonathan","Siler","M","Toronto",63969,11,3,"YES"
"2938",2938,"Clarissa","Strathearn","F","Edmonton",28988,15,1,"NO"
"2939",2939,"Eamonn","Burns","M","Calgary",29383,10,4,"NO"
"2940",2940,"Covey","Golden","M","Ottawa",25078,12,3,"NO"
"2941",2941,"Michael","Munson","M","Ottawa",34161,10,2,"NO"
"2942",2942,"Nerissa","Myrant-Mijares","F","Toronto",16970,14,2,"NO"
"2943",2943,"John","Friend","M","Winnipeg",41647,10,5,"YES"
"2944",2944,"Barbara","Breslin","F","Ottawa",51797,12,4,"YES"
"2945",2945,"Matthew","Lane","M","Winnipeg",31122,12,3,"NO"
"2946",2946,"Benjamin","Drendel","M","Montreal",33511,10,5,"NO"
"2947",2947,"Jordan","Long","F","Victoria",24264,15,2,"NO"
"2948",2948,"Jessica","Ghantous","F","Edmonton",22274,13,4,"NO"
"2949",2949,"Samuel","Boyle","M","Edmonton",25261,10,5,"NO"
"2950",2950,"Noah","Johnson","M","Edmonton",29829,15,4,"YES"
"2951",2951,"Carolyn","Nelson","F","Vancouver",27998,10,4,"NO"
"2952",2952,"Fallon","Herbison","F","Victoria",24409,14,3,"NO"
"2953",2953,"Faith","Scott","F","Calgary",26336,10,4,"NO"
"2954",2954,"Trevor","Johnson","M","Victoria",17950,10,3,"NO"
"2955",2955,"Zachary","Salafia","M","Victoria",48188,12,2,"YES"
"2956",2956,"Albert","Young","M","Edmonton",35007,11,3,"NO"
"2957",2957,"Austin","Lindquist","M","Vancouver",24453,13,2,"NO"
"2958",2958,"Benjamin","Mckenna","M","Montreal",22226,10,3,"NO"
"2959",2959,"Brianna","Pollet","F","Calgary",25183,10,3,"NO"
"2960",2960,"Brandon","Deherrera","M","Montreal",19846,14,3,"NO"
"2961",2961,"Caleb","Staudt","M","Toronto",36766,10,2,"NO"
"2962",2962,"Macy","Hagen","F","Montreal",29491,13,3,"NO"
"2963",2963,"Allison","Jacobs","F","Toronto",29673,10,2,"NO"
"2964",2964,"Rayne","Palmgren","M","Vancouver",35108,10,4,"NO"
"2965",2965,"Dylan","Jekel","M","Montreal",20325,10,4,"NO"
"2966",2966,"Erin","Strickland","F","Edmonton",27911,10,3,"NO"
"2967",2967,"Savanah","Swanson","F","Calgary",35555,11,4,"NO"
"2968",2968,"Jessica","Durfey","F","Vancouver",45143,10,2,"NO"
"2969",2969,"Aaron","Aultman","M","Winnipeg",29470,10,3,"NO"
"2970",2970,"Makenzie","Ferreira","F","Ottawa",53653,10,4,"YES"
"2971",2971,"Jorden","Albrecht","F","Calgary",45993,10,3,"NO"
"2972",2972,"Mckenzie","Harrison","F","Edmonton",21171,11,4,"NO"
"2973",2973,"Kacey","Sanborn","F","Victoria",44353,11,1,"NO"
"2974",2974,"Nadia","Gunner","F","Calgary",33715,10,2,"NO"
"2975",2975,"Wyatt","Stevens","M","Calgary",27395,10,3,"NO"
"2976",2976,"Melanie","Gillespie","F","Victoria",39255,12,3,"YES"
"2977",2977,"Jacob","Cecil","M","Montreal",23818,10,2,"NO"
"2978",2978,"Emma","Allen","F","Victoria",18058,18,5,"YES"
"2979",2979,"Jayson","Richardson","M","Victoria",24279,10,4,"YES"
"2980",2980,"Kali","King","F","Montreal",18609,10,2,"NO"
"2981",2981,"Kody","Bestian","M","Toronto",27126,12,3,"NO"
"2982",2982,"Haneen","Hunter","F","Ottawa",23061,15,4,"NO"
"2983",2983,"Joseph","Kozma","M","Toronto",29663,15,3,"NO"
"2984",2984,"Mercedes","Leedom","F","Edmonton",20309,10,3,"NO"
"2985",2985,"Kelli","Archuleta","F","Winnipeg",28546,11,3,"NO"
"2986",2986,"Morgan","Wingate","F","Ottawa",23870,10,4,"YES"
"2987",2987,"Dana","Woltman","F","Toronto",14251,13,3,"NO"
"2988",2988,"Rebecca","Sutton","F","Victoria",49613,10,5,"YES"
"2989",2989,"Troy","Kennedy","M","Montreal",35989,10,4,"NO"
"2990",2990,"Trace","Whitfield","M","Toronto",22423,10,4,"NO"
"2991",2991,"Claye","Mcglochlin","M","Ottawa",18572,10,4,"NO"
"2992",2992,"Morgan","Brown","F","Victoria",24155,10,3,"NO"
"2993",2993,"Emily","Decrow","F","Toronto",23139,11,5,"YES"
"2994",2994,"Brittany","Hoeven","F","Vancouver",20118,12,2,"NO"
"2995",2995,"Megan","Betcke","F","Vancouver",42642,15,3,"NO"
"2996",2996,"Brian","Schroth","M","Calgary",20701,10,2,"NO"
"2997",2997,"Daniel","Martinez","M","Calgary",32361,15,5,"NO"
"2998",2998,"Bradley","Smith","M","Vancouver",37602,17,3,"NO"
"2999",2999,"Sara","Elsberry","F","Edmonton",17484,14,3,"NO"
"3000",3000,"Joseph","Van Lerberghe","M","Winnipeg",23248,10,4,"NO"
"3001",3001,"Brianna","Keelan","F","Winnipeg",41248,11,3,"NO"
"3002",3002,"Rebecca","Thames","F","Ottawa",58921,10,3,"YES"
"3003",3003,"Chad","Dalvit","M","Montreal",24839,10,3,"NO"
"3004",3004,"Gary","Mclean","M","Montreal",31209,10,4,"NO"
"3005",3005,"Ryan","Canfield","F","Winnipeg",21024,15,6,"YES"
"3006",3006,"Joseph","Butkovich","M","Victoria",18960,13,1,"NO"
"3007",3007,"Spencer","Unwin","M","Vancouver",14408,14,3,"NO"
"3008",3008,"Anthony","Hargan","M","Ottawa",32661,11,3,"NO"
"3009",3009,"Dylan","Davis-Bundy","M","Montreal",39749,11,3,"YES"
"3010",3010,"Kyle","Frederick","M","Edmonton",37976,14,2,"NO"
"3011",3011,"Kyle","Eaton","M","Ottawa",30279,10,4,"NO"
"3012",3012,"Lillie","Reynolds","F","Montreal",16592,10,2,"NO"
"3013",3013,"Sirena","Thomason","F","Winnipeg",25776,10,3,"NO"
"3014",3014,"Wilma","Davidson","F","Vancouver",22496,15,5,"YES"
"3015",3015,"Alexxandria","Claybrook","F","Toronto",29514,10,3,"NO"
"3016",3016,"Austin","Null","M","Montreal",28067,12,3,"NO"
"3017",3017,"Gage","Lenczycki","M","Winnipeg",25608,13,4,"NO"
"3018",3018,"Matthew","Maw","M","Toronto",27277,12,4,"NO"
"3019",3019,"Matthew","Franch","M","Edmonton",37822,10,4,"YES"
"3020",3020,"Lee","Rocha","M","Victoria",16033,10,3,"NO"
"3021",3021,"Bailey","Johnson","F","Victoria",81700,10,4,"YES"
"3022",3022,"Aubrey","Medill","F","Victoria",30167,11,3,"NO"
"3023",3023,"David","Anthony","M","Ottawa",18559,12,4,"NO"
"3024",3024,"Baylee","Wheat","F","Montreal",32312,11,5,"YES"
"3025",3025,"Casey","Bishop","F","Montreal",20542,12,3,"NO"
"3026",3026,"Grant","Carter","M","Victoria",27422,10,3,"NO"
"3027",3027,"Sean","Mosier","M","Victoria",33782,13,2,"NO"
"3028",3028,"Skyler","Hunter","M","Victoria",27965,13,4,"YES"
"3029",3029,"Brooke","Cameron","F","Toronto",25992,15,5,"NO"
"3030",3030,"Stacy","Thomas","F","Toronto",27465,11,3,"NO"
"3031",3031,"Seth","Riley","M","Edmonton",26467,12,2,"NO"
"3032",3032,"Alyssa","Barnes","F","Ottawa",19167,10,1,"NO"
"3033",3033,"Macy","Dean","F","Edmonton",17502,14,2,"NO"
"3034",3034,"Alice","Bertness","F","Edmonton",19908,15,2,"NO"
"3035",3035,"Maia","Gossage","F","Vancouver",16795,10,5,"YES"
"3036",3036,"Jessica","Kreymborg","F","Ottawa",14777,12,5,"NO"
"3037",3037,"Treston","Noecker","M","Vancouver",20012,10,2,"NO"
"3038",3038,"Wilson","Saucier","M","Edmonton",36034,10,4,"NO"
"3039",3039,"Gabrielle","Chappell","F","Winnipeg",22511,15,5,"YES"
"3040",3040,"Caroline","Clark","F","Calgary",42649,10,3,"YES"
"3041",3041,"Elayna","Albus","F","Victoria",19534,13,4,"NO"
"3042",3042,"William","Martinez","M","Victoria",24385,10,2,"NO"
"3043",3043,"Emily","Yates","F","Winnipeg",33641,13,2,"NO"
"3044",3044,"Rebecca","Krebs","F","Calgary",30917,11,2,"NO"
"3045",3045,"Aden","Degraff","M","Vancouver",25487,10,3,"NO"
"3046",3046,"Nickolaus","Turco","M","Ottawa",19507,10,4,"NO"
"3047",3047,"Michelle","Chadwick","F","Calgary",20970,11,3,"NO"
"3048",3048,"Sabrina","Berens","F","Montreal",29085,15,2,"NO"
"3049",3049,"Elliot","Davis","M","Calgary",35645,10,5,"NO"
"3050",3050,"Will","Lunney","M","Victoria",21185,10,5,"NO"
"3051",3051,"Lexi","Schurr","F","Ottawa",27125,12,1,"NO"
"3052",3052,"Craig","Roman","M","Toronto",25996,10,3,"NO"
"3053",3053,"Lindsey","Davis","F","Toronto",18196,10,2,"NO"
"3054",3054,"Debra","Smiley","F","Winnipeg",45167,11,2,"NO"
"3055",3055,"Dominik","Day","M","Winnipeg",22793,10,2,"NO"
"3056",3056,"Cassidy","Conran","F","Edmonton",14618,12,4,"NO"
"3057",3057,"Emily","Bullock","F","Edmonton",41537,13,4,"NO"
"3058",3058,"Amanda","Hudson","F","Toronto",70430,11,5,"YES"
"3059",3059,"Rachel","Olson","F","Toronto",16943,10,4,"NO"
"3060",3060,"Natasha","Papke","F","Vancouver",20794,10,3,"NO"
"3061",3061,"Eugene","Stedman","M","Edmonton",44970,11,3,"NO"
"3062",3062,"Eulie","Starr","F","Ottawa",27390,11,2,"NO"
"3063",3063,"Automn","Smith","F","Vancouver",13043,10,4,"NO"
"3064",3064,"Sarah","Kanjo","F","Vancouver",44465,10,3,"YES"
"3065",3065,"Giovanna","Stevens","F","Toronto",33340,11,2,"NO"
"3066",3066,"Timothy","Shelley","M","Winnipeg",23785,13,6,"YES"
"3067",3067,"Matthew","Mcphail","M","Montreal",29283,12,1,"NO"
"3068",3068,"Benjamin","Dietzenbach","M","Vancouver",14677,14,4,"NO"
"3069",3069,"Hannah","Moore","F","Victoria",14596,10,4,"NO"
"3070",3070,"Joshua","Reefe","M","Montreal",39713,14,4,"NO"
"3071",3071,"Jessica","Dingmann","F","Edmonton",28347,10,3,"NO"
"3072",3072,"Lukas","Velasquez","M","Montreal",27217,11,3,"NO"
"3073",3073,"Cherilynne","Campbell","F","Edmonton",17194,11,3,"NO"
"3074",3074,"Sarah","Jordan-Matney","F","Winnipeg",20161,10,3,"NO"
"3075",3075,"Michelle","Selders","F","Winnipeg",34344,15,4,"NO"
"3076",3076,"Marshall","Dewitt","M","Winnipeg",37879,10,3,"NO"
"3077",3077,"Jordan","Cameron","M","Montreal",36610,10,4,"NO"
"3078",3078,"Dillon","Schiller","M","Calgary",47151,11,2,"NO"
"3079",3079,"Garrett","Hale","M","Victoria",43255,12,3,"NO"
"3080",3080,"Virginia","Martinez","F","Montreal",20353,10,3,"NO"
"3081",3081,"Marco","Day","M","Victoria",51800,10,4,"YES"
"3082",3082,"Rachel","Lambert","F","Victoria",24905,10,2,"NO"
"3083",3083,"Robert","Groff","M","Ottawa",24513,10,3,"NO"
"3084",3084,"Morgan","Sullivan","F","Montreal",28986,10,2,"NO"
"3085",3085,"Joshua","Hardwick","M","Toronto",20571,10,4,"NO"
"3086",3086,"Kaytrianna","Duran","F","Montreal",29042,11,4,"NO"
"3087",3087,"Sloan","Witters Hicks","F","Victoria",41394,11,2,"NO"
"3088",3088,"Caleb","Mcmillan","M","Calgary",17252,11,4,"NO"
"3089",3089,"Colin","Gallo","M","Edmonton",33203,14,3,"YES"
"3090",3090,"Seth","Outlaw","M","Ottawa",35554,11,2,"NO"
"3091",3091,"Ashley","Hansen","F","Calgary",39467,10,2,"NO"
"3092",3092,"Hubert","Bauman","M","Vancouver",25144,14,4,"NO"
"3093",3093,"Sierra","Mintz","F","Montreal",16150,15,2,"NO"
"3094",3094,"Angelique","Hildebrand","F","Victoria",41163,10,2,"NO"
"3095",3095,"Cody","Newman","M","Edmonton",57823,12,4,"YES"
"3096",3096,"Julia","Hattier","F","Calgary",33983,11,3,"NO"
"3097",3097,"Kira","Eccher","F","Montreal",68334,10,3,"YES"
"3098",3098,"Anna","Atwood","F","Victoria",28142,10,2,"NO"
"3099",3099,"Jenae","Asman","F","Victoria",18329,11,4,"NO"
"3100",3100,"Matthew","Smith","M","Ottawa",20296,10,4,"NO"
"3101",3101,"Christopher","Mordan","M","Ottawa",24192,10,3,"NO"
"3102",3102,"Cammy","Cohn","F","Ottawa",32962,10,4,"NO"
"3103",3103,"Andrea","Watts","F","Edmonton",15071,15,2,"NO"
"3104",3104,"Hannah","Colonese","F","Calgary",44809,10,2,"YES"
"3105",3105,"Tyler","Wilson","M","Montreal",20885,14,3,"NO"
"3106",3106,"Ashlyn","Trierweiler","F","Edmonton",15196,13,3,"NO"
"3107",3107,"Evan","Mues","M","Calgary",31080,10,4,"NO"
"3108",3108,"Rachel","Friedl","F","Victoria",21238,10,3,"NO"
"3109",3109,"Alexandria","Perez","F","Toronto",32514,11,4,"NO"
"3110",3110,"Catherine","Goldsmith","F","Calgary",41435,12,5,"YES"
"3111",3111,"Nicholas","Magouirk","M","Vancouver",25119,10,2,"NO"
"3112",3112,"Brendan","Griffin","M","Calgary",37407,10,4,"YES"
"3113",3113,"Kaley","Bradshaw","F","Victoria",26461,10,4,"NO"
"3114",3114,"Megan","Schilling","F","Toronto",33707,17,3,"NO"
"3115",3115,"Maire","Bowden","F","Edmonton",40334,10,2,"NO"
"3116",3116,"Jesse","Gauldin","M","Winnipeg",18251,10,4,"NO"
"3117",3117,"Sara","Walter","F","Edmonton",37622,10,4,"YES"
"3118",3118,"Tayler","Porterfield","F","Calgary",28494,13,2,"NO"
"3119",3119,"Alyssa","Mccracken","F","Toronto",16842,10,4,"NO"
"3120",3120,"Jayde","Mcdonald","M","Victoria",30530,10,2,"NO"
"3121",3121,"Paige","Foelsch","F","Montreal",56574,11,2,"YES"
"3122",3122,"Sarah","Siders","F","Victoria",34803,10,2,"NO"
"3123",3123,"Jennifer","Faist","F","Montreal",21492,10,2,"NO"
"3124",3124,"Brandon","Fallt","M","Toronto",50046,18,2,"YES"
"3125",3125,"Kylee","Roelker","F","Winnipeg",18658,10,2,"NO"
"3126",3126,"Mathew","Sams","M","Edmonton",18306,13,2,"NO"
"3127",3127,"Tiana","Pusey","F","Vancouver",25589,13,3,"NO"
"3128",3128,"Aspen","Netzer","F","Montreal",28551,10,3,"NO"
